439023483,2008,4.34,https://images.gr-assets.com/books/1447303603m/2767052.jpg,The Hunger Games,,Suzanne Collins
439554934,1997,4.44,https://images.gr-assets.com/books/1474154022m/3.jpg,Harry Potter and the Philosopher's Stone,,"J.K. Rowling, Mary GrandPré"
316015849,2005,3.57,https://images.gr-assets.com/books/1361039443m/41865.jpg,Twilight,,Stephenie Meyer
61120081,1960,4.25,https://images.gr-assets.com/books/1361975680m/2657.jpg,To Kill a Mockingbird,,Harper Lee
743273567,1925,3.89,https://images.gr-assets.com/books/1490528560m/4671.jpg,The Great Gatsby,,F. Scott Fitzgerald
525478817,2012,4.26,https://images.gr-assets.com/books/1360206420m/11870085.jpg,The Fault in Our Stars,,John Green
618260307,1937,4.25,https://images.gr-assets.com/books/1372847500m/5907.jpg,The Hobbit or There and Back Again,,J.R.R. Tolkien
316769177,1951,3.79,https://images.gr-assets.com/books/1398034300m/5107.jpg,The Catcher in the Rye,,J.D. Salinger
1416524797,2000,3.85,https://images.gr-assets.com/books/1303390735m/960.jpg,Angels & Demons,,Dan Brown
679783261,1813,4.24,https://images.gr-assets.com/books/1320399351m/1885.jpg,Pride and Prejudice,,Jane Austen
1594480001,2003,4.26,https://images.gr-assets.com/books/1484565687m/77203.jpg,The Kite Runner,,Khaled Hosseini
62024035,2011,4.24,https://images.gr-assets.com/books/1328559506m/13335037.jpg,Divergent,,Veronica Roth
451524934,1949,4.14,https://images.gr-assets.com/books/1348990566m/5470.jpg,Nineteen Eighty-Four,,"George Orwell, Erich Fromm, Celâl Üster"
452284244,1945,3.87,https://images.gr-assets.com/books/1424037542m/7613.jpg,Animal Farm: A Fairy Story,,George Orwell
553296981,1947,4.1,https://images.gr-assets.com/books/1358276407m/48855.jpg,Het Achterhuis: Dagboekbrieven 14 juni 1942 - 1 augustus 1944,,"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday"
307269752,2005,4.11,https://images.gr-assets.com/books/1327868566m/2429135.jpg,Män som hatar kvinnor,,"Stieg Larsson, Reg Keeland"
439023491,2009,4.3,https://images.gr-assets.com/books/1358273780m/6148028.jpg,Catching Fire,,Suzanne Collins
043965548X,1999,4.53,https://images.gr-assets.com/books/1499277281m/5.jpg,Harry Potter and the Prisoner of Azkaban,,"J.K. Rowling, Mary GrandPré, Rufus Beck"
618346252,1954,4.34,https://images.gr-assets.com/books/1298411339m/34.jpg,The Fellowship of the Ring,,J.R.R. Tolkien
439023513,2010,4.03,https://images.gr-assets.com/books/1358275419m/7260188.jpg,Mockingjay,,Suzanne Collins
439358078,2003,4.46,https://images.gr-assets.com/books/1387141547m/2.jpg,Harry Potter and the Order of the Phoenix,,"J.K. Rowling, Mary GrandPré"
316166685,2002,3.77,https://images.gr-assets.com/books/1457810586m/12232938.jpg,The Lovely Bones,,Alice Sebold
439064864,1998,4.37,https://images.gr-assets.com/books/1474169725m/15881.jpg,Harry Potter and the Chamber of Secrets,,"J.K. Rowling, Mary GrandPré"
439139600,2000,4.53,https://images.gr-assets.com/books/1361482611m/6.jpg,Harry Potter and the Goblet of Fire,,"J.K. Rowling, Mary GrandPré"
545010225,2007,4.61,https://images.gr-assets.com/books/1474171184m/136251.jpg,Harry Potter and the Deathly Hallows,,"J.K. Rowling, Mary GrandPré"
307277674,2003,3.79,https://images.gr-assets.com/books/1303252999m/968.jpg,The Da Vinci Code,,Dan Brown
439785960,2005,4.54,https://images.gr-assets.com/books/1361039191m/1.jpg,Harry Potter and the Half-Blood Prince,,"J.K. Rowling, Mary GrandPré"
140283331,1954,3.64,https://images.gr-assets.com/books/1327869409m/7624.jpg,Lord of the Flies,,William Golding
743477111,1595,3.73,https://images.gr-assets.com/books/1327872146m/18135.jpg,An Excellent conceited Tragedie of Romeo and Juliet,,"William Shakespeare, Robert           Jackson"
297859382,2012,4.03,https://images.gr-assets.com/books/1339602131m/8442457.jpg,Gone Girl,,Gillian Flynn
399155341,2009,4.45,https://images.gr-assets.com/books/1346100365m/4667024.jpg,The Help,,Kathryn Stockett
142000671,1937,3.84,https://images.gr-assets.com/books/1437235233m/890.jpg,Of Mice and Men,,John Steinbeck
739326228,1997,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Memoirs of a Geisha,,Arthur Golden
1612130291,2011,3.67,https://images.gr-assets.com/books/1385207843m/10818853.jpg,Fifty Shades of Grey,,E.L. James
61122416,1988,3.82,https://images.gr-assets.com/books/1483412266m/865.jpg,O Alquimista,,"Paulo Coelho, Alan R. Clarke"
385732554,1993,4.12,https://images.gr-assets.com/books/1342493368m/3636.jpg,The Giver,,Lois Lowry
60764899,1950,4.19,https://images.gr-assets.com/books/1353029077m/100915.jpg,"The Lion, the Witch and the Wardrobe",,C.S. Lewis
965818675,2003,3.95,https://images.gr-assets.com/books/1437728815m/14050.jpg,The Time Traveler's Wife,,Audrey Niffenegger
553588486,1996,4.45,https://images.gr-assets.com/books/1436732693m/13496.jpg,A Game of Thrones,,George R.R. Martin
143038419,2006,3.51,https://images.gr-assets.com/books/1503066414m/19501.jpg,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",,Elizabeth Gilbert
786838655,2005,4.23,https://images.gr-assets.com/books/1400602609m/28187.jpg,The Lightning Thief,,Rick Riordan
451529308,1868,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Little Women,,Louisa May Alcott
142437204,1847,4.1,https://images.gr-assets.com/books/1327867269m/10210.jpg,Jane Eyre,,"Charlotte Brontë, Michael Mason"
553816713,1996,4.06,https://images.gr-assets.com/books/1385738917m/15931.jpg,The Notebook,,Nicholas Sparks
770430074,2001,3.88,https://images.gr-assets.com/books/1320562005m/4214.jpg,Life of Pi,,Yann Martel
1565125606,2006,4.07,https://images.gr-assets.com/books/1494428973m/43641.jpg,Water for Elephants,,Sara Gruen
375831002,2005,4.36,https://images.gr-assets.com/books/1390053681m/19063.jpg,The Book Thief,,Markus Zusak
307347974,1953,3.97,https://images.gr-assets.com/books/1351643740m/4381.jpg,Fahrenheit 451,,Ray Bradbury
316160199,2006,3.52,https://images.gr-assets.com/books/1361039440m/49041.jpg,"New Moon (Twilight, #2)",,Stephenie Meyer
60513039,1974,4.29,https://images.gr-assets.com/books/1168052448m/30119.jpg,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,,Shel Silverstein
1416914285,2007,4.12,https://images.gr-assets.com/books/1432730315m/256683.jpg,City of Bones,,Cassandra Clare
316160202,2007,3.69,https://images.gr-assets.com/books/1361038355m/428263.jpg,Eclipse,,Stephenie Meyer
375826696,2002,3.86,https://images.gr-assets.com/books/1366212852m/113436.jpg,Eragon,,Christopher Paolini
345391802,1979,4.2,https://images.gr-assets.com/books/1327656754m/11.jpg,The Hitchhiker's Guide to the Galaxy,,Douglas Adams
60929871,1932,3.97,https://images.gr-assets.com/books/1487389574m/5129.jpg,Brave New World,,Aldous Huxley
031606792X,2008,3.7,https://images.gr-assets.com/books/1361039438m/1162543.jpg,Breaking Dawn,,Stephenie Meyer
142001740,2001,4.01,https://images.gr-assets.com/books/1473454532m/37435.jpg,The Secret Life of Bees,,Sue Monk Kidd
142437174,1884,3.8,https://images.gr-assets.com/books/1405973850m/2956.jpg,The Adventures of Huckleberry Finn,,"Mark Twain, John Seelye, Guy Cardwell"
64410935,1952,4.15,https://images.gr-assets.com/books/1439632243m/24178.jpg,Charlotte's Web,,"E.B. White, Garth Williams, Rosemary Wells"
1400032717,2003,3.85,https://images.gr-assets.com/books/1479863624m/1618.jpg,The Curious Incident of the Dog in the Night-Time,,Mark Haddon
1594633665,2015,3.88,https://images.gr-assets.com/books/1490903702m/22557272.jpg,The Girl on the Train,,Paula Hawkins
679879242,1995,3.94,https://images.gr-assets.com/books/1451271747m/119322.jpg,Northern Lights,,Philip Pullman
393978893,1847,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Wuthering Heights,,"Emily Brontë, Richard J. Dunn"
743454537,2004,4.06,https://images.gr-assets.com/books/1369504683m/10917.jpg,My Sister's Keeper,,Jodi Picoult
385333846,1969,4.06,https://images.gr-assets.com/books/1440319389m/4981.jpg,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",,Kurt Vonnegut Jr.
446675539,1936,4.28,https://images.gr-assets.com/books/1328025229m/18405.jpg,Gone with the Wind,,Margaret Mitchell
1594489505,2007,4.34,https://images.gr-assets.com/books/1345958969m/128029.jpg,A Thousand Splendid Suns,,Khaled Hosseini
671027344,1999,4.21,https://images.gr-assets.com/books/1167352178m/22628.jpg,The Perks of Being a Wallflower,,Stephen Chbosky
7442912,2012,4.07,https://images.gr-assets.com/books/1325667729m/11735983.jpg,Insurgent,,Veronica Roth
812550706,1985,4.3,https://images.gr-assets.com/books/1408303130m/375802.jpg,Ender's Game,,Orson Scott Card
141439475,1818,3.75,https://images.gr-assets.com/books/1381512375m/18490.jpg,"Frankenstein; or, The Modern Prometheus",,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle"
450040186,1977,4.17,https://images.gr-assets.com/books/1353277730m/11588.jpg,The Shining,,Stephen King
316068047,2008,3.84,https://images.gr-assets.com/books/1318009171m/1656001.jpg,The Host,,Stephenie Meyer
142402516,2005,4.09,https://images.gr-assets.com/books/1394798630m/99561.jpg,Looking for Alaska,,John Green
014028009X,1996,3.75,https://images.gr-assets.com/books/1292060045m/227443.jpg,,,Helen Fielding
141439661,1811,4.06,https://images.gr-assets.com/books/1397245675m/14935.jpg,Sense and Sensibility,,"Jane Austen, Tony Tanner, Ros Ballaster"
439244196,1998,3.93,https://images.gr-assets.com/books/1327781893m/38709.jpg,Holes,,"Louis Sachar, Louis Sachar"
307275558,2003,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Devil Wears Prada,,Lauren Weisberger
143039954,-720,3.73,https://images.gr-assets.com/books/1390173285m/1381.jpg,Ὀδύσσεια,,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox"
156012197,1946,4.28,https://images.gr-assets.com/books/1367545443m/157993.jpg,Le Petit Prince,,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta"
074324754X,2005,4.24,https://images.gr-assets.com/books/1400930557m/7445.jpg,The Glass Castle,,Jeannette Walls
385486804,1996,3.94,https://images.gr-assets.com/books/1403173986m/1845.jpg,Into the Wild,,Jon Krakauer
141439602,1859,3.81,https://images.gr-assets.com/books/1344922523m/1953.jpg,A Tale of Two Cities,,"Charles Dickens, Richard Maxwell, Hablot Knight Browne"
030734813X,1990,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jurassic Park,,Michael Crichton
60256656,1964,4.38,https://images.gr-assets.com/books/1174210942m/370493.jpg,The Giving Tree,,Shel Silverstein
385338600,1989,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A Time to Kill,,John Grisham
374500010,1958,4.3,https://images.gr-assets.com/books/1473495285m/1617.jpg,Un di Velt Hot Geshvign,,"Elie Wiesel, Marion Wiesel"
014241493X,2008,3.88,https://images.gr-assets.com/books/1349013610m/6442769.jpg,Paper Towns,,John Green
345418263,1973,4.25,https://images.gr-assets.com/books/1327903636m/21787.jpg,The Princess Bride,,William Goldman
014038572X,1967,4.06,https://images.gr-assets.com/books/1442129426m/231804.jpg,The Outsiders,,S.E. Hinton
385737947,2009,4.02,https://images.gr-assets.com/books/1375596592m/6186357.jpg,The Maze Runner,,James Dashner
61234001,2005,3.93,https://images.gr-assets.com/books/1327909092m/1202.jpg,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,,"Steven D. Levitt, Stephen J. Dubner"
517189607,1911,4.12,https://images.gr-assets.com/books/1327873635m/2998.jpg,The Secret Garden,,Frances Hodgson Burnett
